nama,dept,sinta_id,scopus_h_index,gs_h_index,sinta_3yr_score,sinta_score,affil_3yr_score,affil_score
SUDIRMAN,Pendidikan Sejarah (S2),6126824,0,0,0,0,0,0
ASEP SETIADI,Pendidikan Teknologi dan Kejuruan (S2),6127256,0,0,0,47,0,0
ADI ARDIANSYAH,Pendidikan Teknik Arsitektur (S1),6128192,0,0,0,6,0,0
SULTONO,Unknown,6128249,0,1,0,7,0,0
HERMAWAN,Unknown,6135770,0,1,0,8,0,0
SUHERMAN,Psikologi Pendidikan (S2),6141851,0,0,0,37,0,0
AEP SAEFUL BACHRI,Pendidikan Bahasa Jepang (S1),5994539,0,0,0,33,0,0
CHARLOTTE AMBAT HARUN,PGSD Kampus Cibiru (S1),5994564,0,3,0,25,0,0
NANA JUMHANA,Pendidikan Guru Sekolah Dasar (S1),5994657,0,0,0,0,0,0
FAQIH SAMLAWI,Pendidikan Akuntansi (S1),5994693,0,0,0,4,0,0
ADE CAHYANA,Unknown,5994790,0,2,0,22,0,0
AGUS SALAM RAHMAT,Unknown,5994837,0,2,0,15,0,0
SURYADI,Desain Komunikasi Visual (S1),5994871,0,0,0,13,0,0
SRIE MULYANI,PGSD Kampus Purwakarta (S1),5994888,0,0,0,0,0,0
ODO FADLOELI,Pendidikan Bahasa Inggris (S2),5995025,0,0,0,36,0,0
"DR. YAHYA SUDARYA, M.PD",Unknown,5995179,0,4,0,25,0,0
HIDAYAT,Pendidikan Khusus (S2),6143552,0,0,0,1,0,0
"TIKA ANNISA LESTARI KOESWANDI S.S., M.M",Unknown,6144236,0,0,0,2,0,0
HAFDARANI,Pendidikan Bahasa Jerman (S1),6144965,0,1,0,17,0,0
FITHRI MEILIAWATI,Unknown,6145691,0,1,0,7,0,0
BASIRAN,Pendidikan Kepelatihan Olahraga (S1),6146033,0,0,0,0,0,0
PERISTIWATI,Biologi (S1),6146081,0,1,0,28,0,0
HENY MULYANI,Unknown,6146483,0,1,0,4,0,0
ISMAIL YUSUF,Kewirausahaan Kampus Tasikmalaya (S1),6146933,0,0,0,2,0,0
DEDI PURWANTO,Pendidikan Teknik Bangunan (S1),6147764,0,0,0,1,0,0
AS AS SETIAWATI,Pendidikan Tata Busana (S1),6147785,0,1,0,1,0,0
BURHANUDDIN TR,Unknown,6604841,0,3,0,16,0,0
ARIEF JOHARI,Desain Komunikasi Visual (S1),6644690,0,0,0,12,0,0
SURANI,Unknown,6655294,0,0,0,1,0,0
AMMI SYULASMI,Unknown,6655570,0,1,0,14,0,0
POPON HARYETI,Keperawatan Kampus Sumedang (D3),6660026,0,0,0,1,0,0
DEDY KURNIADI,Unknown,6666655,0,0,0,0,0,0
MUHAMMAD ZAKI KHOLIL,Unknown,6669652,0,0,0,0,0,0
AHMAD FAUZI RIZAL,Unknown,6674424,0,0,0,1,0,0
YANA NURSITA,Unknown,6676588,0,0,0,1,0,0
ELLINA RIENOVITA,Teknologi Pendidikan (S1),6681702,1,2,0,54,0,0
APEP KAMALUDIN,Unknown,259507,0,2,0,52,0,0
R. DIAN DIA-AN MUNIROH,Linguistik (S2),5978405,0,0,0,8,0,0
EDED TARMEDI,Pendidikan Profesi Guru (Profesi),5984792,1,0,0,40,0,0
TRI WIDODO,Unknown,5986311,0,1,0,25,0,0
SOFYAN ISKANDAR,Unknown,5991107,0,2,0,17,0,0
MAKHMUD SYAFEI,Pendidikan Agama Islam (S2),5992359,0,2,0,27,0,0
WAHYU ERIDIANA,Pendidikan Geografi (S1),5992779,0,4,0,43,0,0
OMAN SUKIRMAN,Industri Pariwisata (S1),5992874,1,2,0,25,0,0
NUNUNG SITARESMI,Bahasa dan Sastra Indonesia (S1),5993254,0,3,0,37,0,0
YANA ROHMANA,Pendidikan Ekonomi (S1),5993436,0,6,0,100,0,0
UNDANG SUDANA,Bahasa dan Sastra Indonesia (S1),6005105,0,0,0,143,0,0
KOMARIAH,PGSD Kampus Cibiru (S1),6005585,0,1,0,5,0,0
SUDJIANTO,Pendidikan Bahasa Jepang (S1),6005817,0,0,0,1,0,0
RIPAN HERMAWAN,Unknown,6005860,0,0,0,1,0,0
ENING WIDANINGSIH,PGSD Kampus Cibiru (S1),6006733,0,2,0,27,0,0
AN AN ANDARI,Unknown,6006762,0,0,0,2,0,0
DUDUNG PRIATNA,PGSD Kampus Cibiru (S1),6006765,0,4,0,71,0,0
TITING ROHAYATI,PGSD Kampus Cibiru (S1),6006822,0,2,0,42,0,0
SOEPRAPTO RAKHMAT,Pendidikan Bahasa Perancis (S1),6006953,0,2,0,31,0,0
MUHAMMAD HANDI GUNAWAN,Pendidikan Bahasa Inggris (S1),6007311,0,0,0,1,0,0
ASTI SITI AMINAH,Unknown,6726325,0,1,1,2,0,0
LUTFI TAUFIK ABDULLOH,Unknown,6739925,0,0,1,1,0,0
MIA AUDINA MUSYADAD,Unknown,6744738,0,0,1,1,0,0
WIRMANTO SUTEDDY,Teknik Komputer (S1),6745736,0,1,1,24,0,0
FAUJIAN ESA GUMELAR,Unknown,6745753,0,0,1,2,0,0
GANANG DWI ASMORO,Unknown,6745807,0,1,1,14,0,0
ANA RAHMA YUNIARTI,Teknik Komputer (S1),6745957,2,3,1,88,0,0
NIZZA NADYA RACHMANI,Kewirausahaan Kampus Tasikmalaya (S1),6746169,0,0,1,2,0,0
MUHAMMAD JAGAT DERMAWAN,Unknown,6749535,0,0,1,1,0,0
MUHAMMAD JAGAT DERMAWAN,Unknown,6749544,0,0,1,1,0,0
LIRA FESSIA DAMAIANTI,Unknown,6683931,0,0,0,0,0,0
ARIEZ MUSTHOFA,Unknown,6684172,0,0,0,0,0,0
ENGKOS KOSASIH,Psikologi (S1),6684195,0,0,0,0,0,0
IVAN SEPTIAN HIDAYAT,Unknown,6688385,0,0,0,0,0,0
MUHAMMAD FIKRI,Unknown,6688599,0,0,0,1,0,0
KUKUH PRAKOSO,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),6689126,0,2,0,9,0,0
AKHMAD FAOZI,Keperawatan Kampus Sumedang (D3),6689846,0,0,0,39,0,0
JENNYTA CATURIASARI,Unknown,6689882,0,0,0,0,0,0
DEWI TRIANI,Unknown,6693992,0,0,0,1,0,0
AIDA FITRIA,Unknown,6694098,0,0,0,0,0,0
SHEILA ROTSATI JASMINE,Unknown,6694916,0,0,0,1,0,0
KHAIRUNNISA,Unknown,6697507,0,1,0,4,0,0
WITRI ADIYANI,Unknown,6697870,0,0,0,1,0,0
SURAMTO,Unknown,6702223,0,0,0,0,0,0
SETYA AHMADI,Unknown,6702227,0,0,0,0,0,0
FAZA RIZQI KARIMI,Unknown,6705495,0,0,0,1,0,0
CARLA MONICA ISKANDAR,Unknown,6708145,0,0,0,1,0,0
BEN NOVARRO BATUBARA,Teknik Sipil (S1),6710018,0,1,0,14,0,0
MUHAMMAD ARIEF RAKHMAN,Pendidikan IPS (S1),6710571,0,1,0,12,0,0
AMELIA SHOLIHAH,Unknown,6712852,0,0,0,0,0,0
RIDHA MUSTAQIM,Unknown,6024490,0,1,0,7,0,0
SYAIFULLAH,Pendidikan Sosiologi (S2),6035861,0,5,0,81,0,0
SUROSO ADI YUDIANTO,Pendidikan Biologi (S2),6038437,0,5,0,38,0,0
DEDI SUPRIAWAN,Pendidikan Teknik Mesin (S1),6041463,1,5,0,127,0,0
R KUSDIANTI,Biologi (S1),6041647,0,3,0,106,0,0
E DEDI DJUBAEDI ROSALA,Pendidikan Seni Tari (S1),6043383,0,2,0,43,0,0
TOTO SUBROTO,Pendidikan Profesi Guru (Profesi),6067858,0,0,0,0,0,0
ADE SUTISNA,Pendidikan Bahasa Sunda (S1),6103693,0,1,0,22,0,0
ENANG SUMA ARIFYANTO,Pendidikan Teknik Mesin (S1),6122141,0,1,0,47,0,0
DIAH ZALEHA WYANDINI,Psikologi (S1),6124256,0,0,0,18,0,0
RISKA DEWI ANGGRAINI,Unknown,6731788,0,1,0,3,0,0
IIS KHOLISAH,Unknown,6733274,0,0,0,1,0,0
WIDIA APRIYANTI DWI RAHAYU,Unknown,6733417,0,0,0,1,0,0
LINA AVIYANTI,Pendidikan Fisika (S1),6735786,0,2,0,7,0,0
DEWI CITRA ROHANI,Unknown,6737135,0,0,0,1,0,0
SANUSI,Unknown,6737577,0,0,0,0,0,0
MUHAMMAD RAFI SHALAHUDIN,Unknown,6740431,0,0,0,1,0,0
ROSYIDAH RAHMAH,Unknown,6742934,0,0,0,0,0,0
PALDA PUSPITA DIANTI,Unknown,6745122,0,0,0,0,0,0
ALIN AMBARWATI,Unknown,6745498,0,0,0,1,0,0
POPY MAYASARI AFENDY,Unknown,6694527,0,0,0,1,0,0
DHIYA ANNISA INDRAYANA,Unknown,6694528,0,0,0,0,0,0
SHEILLA FRISTELLA,Unknown,6694529,0,0,0,1,0,0
SUSI SRI ANNISA,Unknown,6694530,0,0,0,1,0,0
WINDA ARWANTI,Unknown,6694531,0,0,0,0,0,0
WILDAN FAIRUZ IKHWAN SHODRI,Unknown,6694532,0,0,0,1,0,0
TASYA LOVITA SITEPU,Unknown,6694533,0,0,0,1,0,0
FARAH ALMIRA NU'MA,Unknown,6694534,0,0,0,0,0,0
OLGA SOCHA MARIA ANDARESTA,Unknown,6694535,0,0,0,1,0,0
DWINA ALAPHIA SEVANY MEYREZA ELENA,Unknown,6694536,0,0,0,1,0,0
YUDI AHMAD HAMBALI,Ilmu Komputer (S1),6745712,0,1,0,2,0,0
PITRIA SOPIANINGSIH,Pendidikan Pancasila Dan Kewarganegaraan (S1),6745713,0,1,0,7,0,0
DALLY NUR ARIF,Industri Pariwisata (S1),6745748,0,1,0,4,0,0
"FARHAN REZA PAZ, S.PD., M.SN.",Musik (S1),6745759,0,0,0,1,0,0
KARDJONO,Unknown,6745760,0,0,0,3,0,0
RITA TILA,Musik (S1),6745765,0,0,0,2,0,0
AFDHAL ZIKRI ZZ,Musik (S1),6745824,0,1,0,2,0,0
MA'RUF,Unknown,6745872,0,0,0,1,0,0
DIAS PRATAMI PUTRI S.PD M.SI,Manajemen Industri Katering (S1),6745906,0,1,0,8,0,0
DADANG MOHAMAD,Teknik Sipil (S1),6746091,0,5,0,88,0,0
SALSABILA KHOERUNNISA ,Unknown,6694537,0,0,0,1,0,0
DITA BERLIANA SIREGAR,Unknown,6694539,0,0,0,1,0,0
RIZA PUTRI RAMADHANTY,Unknown,6694541,0,0,0,0,0,0
FUTRI USWATUN KHASANAH,Unknown,6694543,0,0,0,0,0,0
SALMA FATIMATHU ZAHRA S,Unknown,6694544,0,0,0,1,0,0
NADIRA LAYLA MUTIARA BELA,Unknown,6694545,0,0,0,1,0,0
RUTH CLAUDYA,Unknown,6694547,0,0,0,0,0,0
DINI ANGGRAENI,Unknown,6694548,0,0,0,1,0,0
DANI TAUFIQURROHMAN,Unknown,6694550,0,0,0,1,0,0
THAHIRA QANITA,Unknown,6694829,0,0,0,1,0,0
FARKHANI AZHARI ,Unknown,6749714,0,0,0,1,0,0
MELI ALETANIA,Unknown,6750105,0,0,0,1,0,0
NUSUKI SYARI'ATI FATHIMAH,Pendidikan Ilmu Komputer (S1),6751506,0,1,0,4,0,0
FELIA ARDIANI,Unknown,6752471,0,0,0,1,0,0
RIFKI AHMAD FAUZI,Unknown,6752988,0,0,0,1,0,0
NUKI NURHANI,Pendidikan Bahasa Jerman (S1),6754013,0,0,0,0,0,0
KHILDA MUFIDA RAMADHAN,Unknown,6754309,0,0,0,0,0,0
MUHAMMAD NUR,Pendidikan IPS (S1),6754368,0,1,0,3,0,0
LADY JANUASTI MERDIAN,Unknown,6754787,0,1,0,6,0,0
YADI RUKMAYADI,Desain Komunikasi Visual (S1),6755804,0,0,0,1,0,0
DINAR PERMADI YUSUP,Unknown,6748065,0,0,0,1,0,0
FEMMY HARDYANTI SAFARAH,Unknown,6748113,0,0,0,0,0,0
NANDU SAPRUDIN,Unknown,6756014,0,0,0,1,0,0
ANANDA DWI RIOWNI FIRDAUS,Unknown,6748495,0,0,0,1,0,0
UTARI WIJAYANTI,Pendidikan Matematika (S1),6756028,0,0,0,0,0,0
HENDRA KOMARA,Unknown,6756332,0,1,0,2,0,0
GILANG PERMANA,Unknown,6748594,0,1,0,1,0,0
SELY WIDIYAWAN NINGSIH,Unknown,6748597,0,0,0,1,0,0
TITA NURMALINASARI HIDAYAT,Unknown,6756333,0,0,0,1,0,0
MUHAMAD NIZAN SOLEHUDIN,Unknown,6756968,0,1,0,2,0,0
PUTRI GANESHA,Unknown,6748599,0,0,0,0,0,0
DINDA ISTIQOMAH,Unknown,6748600,0,0,0,1,0,0
IIN NUR'AENI,Unknown,6748784,0,0,0,1,0,0
MUHAMMAD RAIHAN IJLAL HANAN,Unknown,6757367,0,0,0,0,0,0
UCU SUMARDI SASTRAMIHARAJA,Unknown,6759215,0,1,0,1,0,0
MARIAM INTAN SARI,Unknown,6749226,0,0,0,0,0,0
RESTI INDRIARTI,Pendidikan Manajemen Perkantoran (S1),6762460,0,0,0,3,0,0
NOVI PURNAMA KOSWARA,Musik (S1),6763694,0,0,0,1,0,0
SHELLY APRILYA DAMAYANTI,Unknown,6749304,0,0,0,1,0,0
IVAN RIVAN FIRDAUS,Pendidikan Kepelatihan Olahraga (S1),6763785,0,0,0,1,0,0
SITI NURJANNAH,Unknown,6713167,0,9,0,80,0,0
DEVIRA QIBTIYAH,Unknown,6714652,0,0,0,1,0,0
YOS SYAFENDRO,Unknown,6716294,0,0,0,29,0,0
MUHAMMAD HANIF,Unknown,6720251,0,0,0,1,0,0
PUTRI SEPTIANI INDAH S,Unknown,6720671,0,0,0,0,0,0
INKI ALVINDA,Unknown,6721321,0,0,0,0,0,0
WINAURA KIREYNA JANNAHANGGITA,Unknown,6723223,0,0,0,0,0,0
TANTRI DWI LESTARI,Unknown,6724040,0,0,0,0,0,0
DARMAWAN,PGSD Kampus Serang (S1),6724077,0,0,0,1,0,0
FARUQ ASSEGAF,Unknown,6729765,0,0,0,0,0,0
AYU PRAMESWARI KUSUMA ASTUTI,Unknown,6681724,0,0,0,1,0,0
WULAN NUR'AZIZAH,Unknown,6681897,0,1,0,6,0,0
SETYO WAHJU WIBOWO,Pendidikan Khusus (S1),6682158,0,0,0,7,0,0
YOYOH SITI MARIAH,Pendidikan Seni Tari (S1),6682409,0,0,0,30,0,0
SALMAN,Unknown,6682554,0,0,0,0,0,0
DEWI MUNAWWARAH SYA BANI,Pendidikan Seni Rupa (S1),6682556,0,0,0,12,0,0
SIMA MULYADI,Pendidikan Guru Sekolah Dasar Kampus Tasikmalaya (S2),6682859,0,0,0,1,0,0
HOKCU SUHANDA,Pendidikan Kimia (S1),6683216,0,2,0,13,0,0
IJANG ROHMAN,Pendidikan Kimia (S2),6683227,3,0,0,115,0,0
WAWAN HERMAWAN,Pendidikan Bahasa Dan Sastra Indonesia (S1),6683394,0,1,0,8,0,0
SIDIK PERMANA,Unknown,6769947,0,0,0,0,0,0
FINA NURUL HASANAH,Unknown,6776232,0,0,0,1,0,0
ANWAR AZIZ HABIBI,Unknown,6777463,0,0,0,0,0,0
ABRAHAM MORA,Kimia (S1),6778862,0,0,0,1,0,0
GHIA TRI JAYANTI,Desain Produk Industri Kampus Tasikmalaya (S1),6779731,0,0,0,0,0,0
"MEITA ANNISA NURHUTAMI, S.S., MAB",Desain Produk Industri Kampus Tasikmalaya (S1),6779834,0,0,0,11,0,0
NUR MUTHMAINAH,Pendidikan Bahasa Jerman (S1),6787024,0,0,0,1,0,0
SELMA AYU WIJAYANTI,Unknown,6787726,0,0,0,0,0,0
WINA TRY SAPTARI,Unknown,6789203,0,0,0,1,0,0
VIDIA AFINA NURAINI,Kimia (S1),6792209,0,2,0,25,0,0
